Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
Via Sacco Pescara (PE),Scadente,74,--,40,--,--,33,21,--,--,2017-12-27
Via Sacco Pescara (PE),Mediocre,50,--,46,--,--,29,19,--,--,2017-12-26
Via Sacco Pescara (PE),Mediocre,46,--,55,--,--,21,15,--,--,2017-12-25
Via Sacco Pescara (PE),Accettabile,28,--,31,--,--,25,21,--,--,2017-12-24
Via Sacco Pescara (PE),Accettabile,22,--,35,--,--,23,17,--,--,2017-12-23
Via Sacco Pescara (PE),Accettabile,29,--,37,--,--,24,14,--,--,2017-12-22
Via Sacco Pescara (PE),Accettabile,30,--,37,--,--,25,16,--,--,2017-12-21
Via Sacco Pescara (PE),Buona,n.d.,--,36,--,--,34,29,--,--,2017-12-20
Via Sacco Pescara (PE),Buona,6,--,16,--,--,33,31,--,--,2017-12-19
Via Sacco Pescara (PE),Buona,7,--,26,--,--,39,34,--,--,2017-12-18
Via Sacco Pescara (PE),Buona,8,--,31,--,--,39,38,--,--,2017-12-17
Via Sacco Pescara (PE),Buona,10,--,25,--,--,38,33,--,--,2017-12-16
Via Sacco Pescara (PE),Mediocre,39,--,36,--,--,32,28,--,--,2017-12-15
Via Sacco Pescara (PE),Accettabile,30,--,33,--,--,42,42,--,--,2017-12-14
Via Sacco Pescara (PE),Accettabile,27,--,32,--,--,42,39,--,--,2017-12-13
Via Sacco Pescara (PE),Accettabile,33,--,18,--,--,41,38,--,--,2017-12-12
Via Sacco Pescara (PE),Buona,16,--,18,--,--,45,44,--,--,2017-12-11
Via Sacco Pescara (PE),Mediocre,36,--,29,--,--,45,42,--,--,2017-12-10
Via Sacco Pescara (PE),Scadente,53,--,51,--,--,30,17,--,--,2017-12-09
Via Sacco Pescara (PE),Mediocre,41,--,54,--,--,30,17,--,--,2017-12-08
Via Sacco Pescara (PE),Mediocre,37,--,49,--,--,28,16,--,--,2017-12-07
Via Sacco Pescara (PE),Accettabile,19,--,49,--,--,30,24,--,--,2017-12-06
Via Sacco Pescara (PE),Buona,12,--,19,--,--,31,28,--,--,2017-12-05
Via Sacco Pescara (PE),Buona,8,--,20,--,--,30,22,--,--,2017-12-04
Via Sacco Pescara (PE),Accettabile,20,--,49,--,--,n.d.,n.d.,--,--,2017-12-03
Via Sacco Pescara (PE),Accettabile,26,--,36,--,--,n.d.,n.d.,--,--,2017-12-02
Via Sacco Pescara (PE),Scadente,54,--,45,--,--,31,18,--,--,2017-12-01
Via Sacco Pescara (PE),Buona,n.d.,--,n.d.,--,--,36,28,--,--,2017-11-30
Via Sacco Pescara (PE),Buona,7,--,9,--,--,28,26,--,--,2017-11-29
Via Sacco Pescara (PE),Accettabile,25,--,16,--,--,38,36,--,--,2017-11-28
Via Sacco Pescara (PE),Scadente,59,--,28,--,--,32,24,--,--,2017-11-27
Via Sacco Pescara (PE),Scadente,54,--,36,--,--,19,12,--,--,2017-11-26
Via Sacco Pescara (PE),Mediocre,49,--,36,--,--,30,16,--,--,2017-11-25
Via Sacco Pescara (PE),Mediocre,44,--,33,--,--,30,19,--,--,2017-11-24
Via Sacco Pescara (PE),Mediocre,42,--,40,--,--,27,16,--,--,2017-11-23
Via Sacco Pescara (PE),Buona,n.d.,--,36,--,--,33,24,--,--,2017-11-22
Via Sacco Pescara (PE),Accettabile,30,--,31,--,--,30,21,--,--,2017-11-21
Via Sacco Pescara (PE),Accettabile,27,--,14,--,--,17,13,--,--,2017-11-20
Via Sacco Pescara (PE),Mediocre,36,--,25,--,--,17,13,--,--,2017-11-19
Via Sacco Pescara (PE),Buona,13,--,13,--,--,27,20,--,--,2017-11-18
Via Sacco Pescara (PE),Buona,19,--,20,--,--,23,21,--,--,2017-11-17
Via Sacco Pescara (PE),Buona,18,--,23,--,--,21,18,--,--,2017-11-16
Via Sacco Pescara (PE),Buona,6,--,22,--,--,41,36,--,--,2017-11-15
Via Sacco Pescara (PE),Mediocre,39,--,33,--,--,33,24,--,--,2017-11-14
Via Sacco Pescara (PE),Accettabile,33,--,30,--,--,35,24,--,--,2017-11-13
Via Sacco Pescara (PE),Mediocre,37,--,32,--,--,27,20,--,--,2017-11-12
Via Sacco Pescara (PE),Mediocre,36,--,34,--,--,38,22,--,--,2017-11-11
Via Sacco Pescara (PE),Accettabile,22,--,33,--,--,33,27,--,--,2017-11-10
Via Sacco Pescara (PE),Buona,11,--,34,--,--,34,30,--,--,2017-11-09
Via Sacco Pescara (PE),Buona,20,--,24,--,--,22,18,--,--,2017-11-08
Via Sacco Pescara (PE),Mediocre,38,--,17,--,--,29,22,--,--,2017-11-07
Via Sacco Pescara (PE),Mediocre,40,--,28,--,--,37,28,--,--,2017-11-06
Via Sacco Pescara (PE),Accettabile,35,--,32,--,--,23,14,--,--,2017-11-05
Via Sacco Pescara (PE),Accettabile,23,--,36,--,--,37,26,--,--,2017-11-04
Via Sacco Pescara (PE),Accettabile,25,--,33,--,--,42,35,--,--,2017-11-03
Via Sacco Pescara (PE),Accettabile,21,--,36,--,--,37,34,--,--,2017-11-02
Via Sacco Pescara (PE),Accettabile,23,--,27,--,--,35,33,--,--,2017-11-01
Via Sacco Pescara (PE),Buona,17,--,29,--,--,42,39,--,--,2017-10-31
Via Sacco Pescara (PE),Buona,9,--,28,--,--,32,26,--,--,2017-10-30
Via Sacco Pescara (PE),Accettabile,26,--,31,--,--,33,21,--,--,2017-10-29
Via Sacco Pescara (PE),Accettabile,21,--,37,--,--,39,29,--,--,2017-10-28
Via Sacco Pescara (PE),Buona,19,--,25,--,--,35,31,--,--,2017-10-27
Via Sacco Pescara (PE),Buona,20,--,11,--,--,34,32,--,--,2017-10-26
Via Sacco Pescara (PE),Buona,11,--,25,--,--,33,28,--,--,2017-10-25
Via Sacco Pescara (PE),Accettabile,27,--,22,--,--,32,27,--,--,2017-10-24
Via Sacco Pescara (PE),Mediocre,37,--,29,--,--,46,38,--,--,2017-10-23
Via Sacco Pescara (PE),Mediocre,39,--,38,--,--,48,41,--,--,2017-10-22
Via Sacco Pescara (PE),Mediocre,36,--,40,--,--,49,40,--,--,2017-10-21
Via Sacco Pescara (PE),Accettabile,35,--,35,--,--,53,39,--,--,2017-10-20
Via Sacco Pescara (PE),Accettabile,35,--,39,--,--,52,42,--,--,2017-10-19
Via Sacco Pescara (PE),Accettabile,34,--,40,--,--,53,45,--,--,2017-10-18
Via Sacco Pescara (PE),Mediocre,43,--,34,--,--,56,50,--,--,2017-10-17
Via Sacco Pescara (PE),Accettabile,33,--,39,--,--,56,45,--,--,2017-10-16
Via Sacco Pescara (PE),Accettabile,21,--,36,--,--,48,42,--,--,2017-10-15
Via Sacco Pescara (PE),Buona,20,--,40,--,--,45,38,--,--,2017-10-14
Via Sacco Pescara (PE),Accettabile,24,--,28,--,--,46,42,--,--,2017-10-13
Via Sacco Pescara (PE),Accettabile,21,--,29,--,--,47,39,--,--,2017-10-12
Via Sacco Pescara (PE),Accettabile,22,--,33,--,--,47,42,--,--,2017-10-11
Via Sacco Pescara (PE),Buona,11,--,33,--,--,42,38,--,--,2017-10-10
Via Sacco Pescara (PE),Buona,12,--,21,--,--,36,33,--,--,2017-10-09
Via Sacco Pescara (PE),Buona,17,--,28,--,--,42,38,--,--,2017-10-08
Via Sacco Pescara (PE),Accettabile,26,--,26,--,--,49,38,--,--,2017-10-07
Via Sacco Pescara (PE),Accettabile,26,--,29,--,--,45,41,--,--,2017-10-06
Via Sacco Pescara (PE),Accettabile,29,--,38,--,--,51,41,--,--,2017-10-05
Via Sacco Pescara (PE),Accettabile,33,--,41,--,--,48,42,--,--,2017-10-04
Via Sacco Pescara (PE),Buona,15,--,18,--,--,48,45,--,--,2017-10-03
Via Sacco Pescara (PE),Accettabile,28,--,30,--,--,44,42,--,--,2017-10-02
Via Sacco Pescara (PE),Accettabile,25,--,26,--,--,41,36,--,--,2017-10-01
Via Sacco Pescara (PE),Accettabile,28,--,21,--,--,44,41,--,--,2017-09-30
Via Sacco Pescara (PE),Accettabile,22,--,32,--,--,43,39,--,--,2017-09-29
Via Sacco Pescara (PE),Buona,9,--,21,--,--,32,26,--,--,2017-09-28
Via Sacco Pescara (PE),Buona,10,--,22,--,--,43,39,--,--,2017-09-27
Via Sacco Pescara (PE),Buona,13,--,18,--,--,56,53,--,--,2017-09-26
Via Sacco Pescara (PE),Buona,18,--,40,--,--,59,56,--,--,2017-09-25
Via Sacco Pescara (PE),Accettabile,22,--,48,--,--,57,n.d.,--,--,2017-09-24
Via Sacco Pescara (PE),Buona,16,--,33,--,--,48,44,--,--,2017-09-23
Via Sacco Pescara (PE),Buona,8,--,14,--,--,34,33,--,--,2017-09-22
Via Sacco Pescara (PE),Buona,20,--,16,--,--,41,39,--,--,2017-09-21
Via Sacco Pescara (PE),Buona,16,--,22,--,--,48,44,--,--,2017-09-20
Via Sacco Pescara (PE),Buona,13,--,23,--,--,43,40,--,--,2017-09-19
Via Sacco Pescara (PE),Accettabile,23,--,27,--,--,42,39,--,--,2017-09-18
Via Sacco Pescara (PE),Buona,20,--,24,--,--,44,40,--,--,2017-09-17
Via Sacco Pescara (PE),Buona,19,--,24,--,--,49,45,--,--,2017-09-16
Via Sacco Pescara (PE),Buona,16,--,22,--,--,44,42,--,--,2017-09-15
Via Sacco Pescara (PE),Buona,13,--,16,--,--,44,41,--,--,2017-09-14
Via Sacco Pescara (PE),Buona,11,--,18,--,--,45,33,--,--,2017-09-13
Via Sacco Pescara (PE),Buona,18,--,17,--,--,44,44,--,--,2017-09-12
Via Sacco Pescara (PE),Buona,18,--,24,--,--,58,52,--,--,2017-09-11
Via Sacco Pescara (PE),Buona,19,--,21,--,--,52,48,--,--,2017-09-10
Via Sacco Pescara (PE),Buona,19,--,37,--,--,52,48,--,--,2017-09-09
Via Sacco Pescara (PE),Buona,15,--,35,--,--,n.d.,n.d.,--,--,2017-09-08
Via Sacco Pescara (PE),Accettabile,14,--,48,--,--,51,46,--,--,2017-09-07
Via Sacco Pescara (PE),Buona,11,--,32,--,--,43,40,--,--,2017-09-06
Via Sacco Pescara (PE),Buona,13,--,21,--,--,45,43,--,--,2017-09-05
Via Sacco Pescara (PE),Accettabile,21,--,19,--,--,49,45,--,--,2017-09-04
Via Sacco Pescara (PE),Accettabile,30,--,46,--,--,47,44,--,--,2017-09-03
Via Sacco Pescara (PE),Accettabile,31,--,61,--,--,54,49,--,--,2017-09-02
Via Sacco Pescara (PE),Accettabile,24,--,56,--,--,51,48,--,--,2017-09-01
Via Sacco Pescara (PE),Buona,18,--,39,--,--,49,47,--,--,2017-08-31
Via Sacco Pescara (PE),Accettabile,27,--,37,--,--,66,59,--,--,2017-08-30
Via Sacco Pescara (PE),Accettabile,20,--,55,--,--,59,56,--,--,2017-08-29
Via Sacco Pescara (PE),Accettabile,23,--,62,--,--,68,61,--,--,2017-08-28
Via Sacco Pescara (PE),Accettabile,22,--,44,--,--,59,55,--,--,2017-08-27
Via Sacco Pescara (PE),Accettabile,20,--,45,--,--,58,53,--,--,2017-08-26
Via Sacco Pescara (PE),Accettabile,13,--,48,--,--,53,50,--,--,2017-08-25
Via Sacco Pescara (PE),Buona,13,--,38,--,--,50,48,--,--,2017-08-24
Via Sacco Pescara (PE),Buona,12,--,30,--,--,48,44,--,--,2017-08-23
Via Sacco Pescara (PE),Buona,19,--,19,--,--,47,46,--,--,2017-08-22
Via Sacco Pescara (PE),Accettabile,33,--,46,--,--,68,63,--,--,2017-08-21
Via Sacco Pescara (PE),Accettabile,24,--,57,--,--,61,58,--,--,2017-08-20
Via Sacco Pescara (PE),Accettabile,21,--,54,--,--,63,59,--,--,2017-08-19
Via Sacco Pescara (PE),Accettabile,15,--,46,--,--,59,56,--,--,2017-08-18
Via Sacco Pescara (PE),Buona,10,--,32,--,--,53,49,--,--,2017-08-17
Via Sacco Pescara (PE),Buona,5,--,29,--,--,44,42,--,--,2017-08-16
Via Sacco Pescara (PE),Buona,8,--,20,--,--,49,48,--,--,2017-08-15
Via Sacco Pescara (PE),Buona,11,--,23,--,--,55,50,--,--,2017-08-14
Via Sacco Pescara (PE),Buona,20,--,24,--,--,51,49,--,--,2017-08-13
Via Sacco Pescara (PE),Mediocre,36,--,n.d.,--,--,n.d.,n.d.,--,--,2017-08-12
Via Sacco Pescara (PE),Buona,20,--,30,--,--,65,60,--,--,2017-08-11
Via Sacco Pescara (PE),Buona,20,--,27,--,--,63,60,--,--,2017-08-10
Via Sacco Pescara (PE),Buona,19,--,35,--,--,59,56,--,--,2017-08-09
Via Sacco Pescara (PE),Mediocre,40,--,54,--,--,79,76,--,--,2017-08-08
Via Sacco Pescara (PE),Accettabile,34,--,50,--,--,84,78,--,--,2017-08-07
Via Sacco Pescara (PE),Accettabile,35,--,66,--,--,80,67,--,--,2017-08-06
Via Sacco Pescara (PE),Accettabile,31,--,64,--,--,84,75,--,--,2017-08-05
Via Sacco Pescara (PE),Accettabile,n.d.,--,70,--,--,96,79,--,--,2017-08-04
Via Sacco Pescara (PE),Mediocre,37,--,59,--,--,63,59,--,--,2017-08-03
Via Sacco Pescara (PE),Accettabile,21,--,n.d.,--,--,n.d.,n.d.,--,--,2017-08-02
Via Sacco Pescara (PE),Buona,19,--,n.d.,--,--,n.d.,n.d.,--,--,2017-08-01
Via Sacco Pescara (PE),Buona,16,--,n.d.,--,--,n.d.,n.d.,--,--,2017-07-31
Via Sacco Pescara (PE),Buona,16,--,n.d.,--,--,n.d.,n.d.,--,--,2017-07-30
Via Sacco Pescara (PE),Buona,10,--,n.d.,--,--,n.d.,n.d.,--,--,2017-07-29
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2017-07-28
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2017-07-27
Via Sacco Pescara (PE),Accettabile,29,--,27,--,--,60,51,--,--,2017-07-26
Via Sacco Pescara (PE),Accettabile,30,--,35,--,--,56,52,--,--,2017-07-25
Via Sacco Pescara (PE),Accettabile,25,--,25,--,--,56,51,--,--,2017-07-24
Via Sacco Pescara (PE),Accettabile,25,--,27,--,--,51,47,--,--,2017-07-23
Via Sacco Pescara (PE),Accettabile,26,--,26,--,--,75,71,--,--,2017-07-22
Via Sacco Pescara (PE),Accettabile,31,--,24,--,--,63,60,--,--,2017-07-21
Via Sacco Pescara (PE),Accettabile,23,--,26,--,--,60,57,--,--,2017-07-20
Via Sacco Pescara (PE),Buona,13,--,16,--,--,51,50,--,--,2017-07-19
Via Sacco Pescara (PE),Buona,12,--,5,--,--,52,49,--,--,2017-07-18
Via Sacco Pescara (PE),Buona,14,--,19,--,--,47,46,--,--,2017-07-17
Via Sacco Pescara (PE),Buona,16,--,25,--,--,38,33,--,--,2017-07-16
Via Sacco Pescara (PE),Buona,20,--,26,--,--,47,44,--,--,2017-07-15
Via Sacco Pescara (PE),Accettabile,24,--,23,--,--,45,41,--,--,2017-07-14
Via Sacco Pescara (PE),Buona,20,--,23,--,--,56,53,--,--,2017-07-13
Via Sacco Pescara (PE),Buona,n.d.,--,23,--,--,53,47,--,--,2017-07-12
Via Sacco Pescara (PE),Buona,n.d.,--,23,--,--,63,56,--,--,2017-07-11
Via Sacco Pescara (PE),Buona,20,--,32,--,--,70,64,--,--,2017-07-10
Via Sacco Pescara (PE),Accettabile,20,--,41,--,--,69,65,--,--,2017-07-09
Via Sacco Pescara (PE),Buona,17,--,34,--,--,61,58,--,--,2017-07-08
Via Sacco Pescara (PE),Buona,15,--,33,--,--,50,48,--,--,2017-07-07
Via Sacco Pescara (PE),Buona,15,--,34,--,--,48,45,--,--,2017-07-06
Via Sacco Pescara (PE),Buona,13,--,25,--,--,40,38,--,--,2017-07-05
Via Sacco Pescara (PE),Buona,12,--,17,--,--,45,39,--,--,2017-07-04
Via Sacco Pescara (PE),Buona,n.d.,--,23,--,--,43,42,--,--,2017-07-03
Via Sacco Pescara (PE),Buona,16,--,13,--,--,41,38,--,--,2017-07-02
Via Sacco Pescara (PE),Buona,15,--,13,--,--,48,44,--,--,2017-07-01
Via Sacco Pescara (PE),Accettabile,29,--,20,--,--,46,37,--,--,2017-06-30
Via Sacco Pescara (PE),Accettabile,29,--,16,--,--,41,39,--,--,2017-06-29
Via Sacco Pescara (PE),Accettabile,26,--,18,--,--,43,39,--,--,2017-06-28
Via Sacco Pescara (PE),Accettabile,27,--,24,--,--,62,52,--,--,2017-06-27
Via Sacco Pescara (PE),Accettabile,26,--,25,--,--,58,56,--,--,2017-06-26
Via Sacco Pescara (PE),Buona,20,--,26,--,--,73,64,--,--,2017-06-25
Via Sacco Pescara (PE),Accettabile,24,--,n.d.,--,--,69,64,--,--,2017-06-24
Via Sacco Pescara (PE),Buona,18,--,34,--,--,63,61,--,--,2017-06-23
Via Sacco Pescara (PE),Buona,19,--,34,--,--,63,59,--,--,2017-06-22
Via Sacco Pescara (PE),Buona,15,--,30,--,--,52,48,--,--,2017-06-21
Via Sacco Pescara (PE),Buona,9,--,16,--,--,45,44,--,--,2017-06-20
Via Sacco Pescara (PE),Buona,8,--,29,--,--,48,44,--,--,2017-06-19
Via Sacco Pescara (PE),Buona,15,--,n.d.,--,--,n.d.,n.d.,--,--,2017-06-18
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2017-06-17
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2017-06-16
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2017-06-15
Via Sacco Pescara (PE),Buona,20,--,36,--,--,55,53,--,--,2017-06-14
Via Sacco Pescara (PE),Buona,14,--,37,--,--,55,53,--,--,2017-06-13
Via Sacco Pescara (PE),Buona,19,--,30,--,--,62,59,--,--,2017-06-12
Via Sacco Pescara (PE),Buona,14,--,37,--,--,53,50,--,--,2017-06-11
Via Sacco Pescara (PE),Buona,13,--,33,--,--,45,42,--,--,2017-06-10
Via Sacco Pescara (PE),Accettabile,27,--,21,--,--,48,47,--,--,2017-06-09
Via Sacco Pescara (PE),Accettabile,29,--,27,--,--,53,49,--,--,2017-06-08
Via Sacco Pescara (PE),Accettabile,24,--,26,--,--,55,52,--,--,2017-06-07
Via Sacco Pescara (PE),Accettabile,23,--,33,--,--,63,59,--,--,2017-06-06
Via Sacco Pescara (PE),Accettabile,23,--,32,--,--,56,55,--,--,2017-06-05
Via Sacco Pescara (PE),Accettabile,24,--,21,--,--,60,56,--,--,2017-06-04
Via Sacco Pescara (PE),Accettabile,33,--,33,--,--,60,54,--,--,2017-06-03
Via Sacco Pescara (PE),Accettabile,27,--,41,--,--,60,56,--,--,2017-06-02
Via Sacco Pescara (PE),Accettabile,25,--,31,--,--,60,56,--,--,2017-06-01
Via Sacco Pescara (PE),Buona,18,--,38,--,--,57,54,--,--,2017-05-31
Via Sacco Pescara (PE),Buona,13,--,33,--,--,57,56,--,--,2017-05-30
Via Sacco Pescara (PE),Buona,8,--,18,--,--,59,57,--,--,2017-05-29
Via Sacco Pescara (PE),Buona,15,--,26,--,--,50,49,--,--,2017-05-28
Via Sacco Pescara (PE),Buona,13,--,20,--,--,52,47,--,--,2017-05-27
Via Sacco Pescara (PE),Accettabile,21,--,26,--,--,69,63,--,--,2017-05-26
Via Sacco Pescara (PE),Buona,20,--,23,--,--,59,56,--,--,2017-05-25
Via Sacco Pescara (PE),Buona,16,--,27,--,--,54,52,--,--,2017-05-24
Via Sacco Pescara (PE),Buona,11,--,21,--,--,47,44,--,--,2017-05-23
Via Sacco Pescara (PE),Buona,12,--,19,--,--,54,45,--,--,2017-05-22
Via Sacco Pescara (PE),Accettabile,25,--,30,--,--,58,53,--,--,2017-05-21
Via Sacco Pescara (PE),Buona,20,--,37,--,--,57,56,--,--,2017-05-20
Via Sacco Pescara (PE),Buona,20,--,23,--,--,57,54,--,--,2017-05-19
Via Sacco Pescara (PE),Buona,15,--,22,--,--,41,39,--,--,2017-05-18
Via Sacco Pescara (PE),Buona,19,--,28,--,--,51,46,--,--,2017-05-17
Via Sacco Pescara (PE),Buona,17,--,31,--,--,50,49,--,--,2017-05-16
Via Sacco Pescara (PE),Accettabile,35,--,28,--,--,48,46,--,--,2017-05-15
Via Sacco Pescara (PE),Mediocre,43,--,n.d.,--,--,n.d.,n.d.,--,--,2017-05-14
Via Sacco Pescara (PE),Accettabile,33,--,n.d.,--,--,n.d.,n.d.,--,--,2017-05-13
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2017-05-12
Via Sacco Pescara (PE),Buona,12,--,27,--,--,47,43,--,--,2017-05-11
Via Sacco Pescara (PE),Buona,9,--,20,--,--,49,45,--,--,2017-05-10
Via Sacco Pescara (PE),Buona,10,--,14,--,--,51,48,--,--,2017-05-09
Via Sacco Pescara (PE),Buona,15,--,18,--,--,50,46,--,--,2017-05-08
Via Sacco Pescara (PE),Buona,16,--,31,--,--,52,50,--,--,2017-05-07
Via Sacco Pescara (PE),Buona,20,--,25,--,--,51,47,--,--,2017-05-06
Via Sacco Pescara (PE),Buona,19,--,27,--,--,52,46,--,--,2017-05-05
Via Sacco Pescara (PE),Buona,18,--,37,--,--,52,51,--,--,2017-05-04
Via Sacco Pescara (PE),Buona,16,--,22,--,--,59,57,--,--,2017-05-03
Via Sacco Pescara (PE),Buona,12,--,23,--,--,53,53,--,--,2017-05-02
Via Sacco Pescara (PE),Buona,9,--,27,--,--,52,49,--,--,2017-05-01
Via Sacco Pescara (PE),Mediocre,47,--,10,--,--,43,42,--,--,2017-04-30
Via Sacco Pescara (PE),Scadente,54,--,15,--,--,45,45,--,--,2017-04-29
Via Sacco Pescara (PE),Accettabile,30,--,19,--,--,55,51,--,--,2017-04-28
Via Sacco Pescara (PE),Accettabile,30,--,34,--,--,62,57,--,--,2017-04-27
Via Sacco Pescara (PE),Accettabile,25,--,24,--,--,62,56,--,--,2017-04-26
Via Sacco Pescara (PE),Accettabile,27,--,30,--,--,63,61,--,--,2017-04-25
Via Sacco Pescara (PE),Accettabile,29,--,48,--,--,62,58,--,--,2017-04-24
Via Sacco Pescara (PE),Buona,19,--,40,--,--,49,44,--,--,2017-04-23
Via Sacco Pescara (PE),Buona,19,--,14,--,--,45,43,--,--,2017-04-22
Via Sacco Pescara (PE),Buona,12,--,12,--,--,44,42,--,--,2017-04-21
Via Sacco Pescara (PE),Buona,14,--,21,--,--,45,41,--,--,2017-04-20
Via Sacco Pescara (PE),Buona,12,--,28,--,--,47,46,--,--,2017-04-19
Via Sacco Pescara (PE),Accettabile,22,--,36,--,--,50,48,--,--,2017-04-18
Via Sacco Pescara (PE),Accettabile,28,--,32,--,--,54,51,--,--,2017-04-17
Via Sacco Pescara (PE),Accettabile,26,--,35,--,--,56,51,--,--,2017-04-16
Via Sacco Pescara (PE),Accettabile,27,--,47,--,--,57,49,--,--,2017-04-15
Via Sacco Pescara (PE),Buona,18,--,37,--,--,48,45,--,--,2017-04-14
Via Sacco Pescara (PE),Accettabile,23,--,31,--,--,49,45,--,--,2017-04-13
Via Sacco Pescara (PE),Accettabile,22,--,43,--,--,45,39,--,--,2017-04-12
Via Sacco Pescara (PE),Buona,19,--,38,--,--,53,47,--,--,2017-04-11
Via Sacco Pescara (PE),Accettabile,26,--,51,--,--,53,48,--,--,2017-04-10
Via Sacco Pescara (PE),Accettabile,19,--,41,--,--,49,46,--,--,2017-04-09
Via Sacco Pescara (PE),Accettabile,30,--,30,--,--,50,40,--,--,2017-04-08
Via Sacco Pescara (PE),Accettabile,34,--,33,--,--,49,44,--,--,2017-04-07
Via Sacco Pescara (PE),Accettabile,23,--,26,--,--,55,50,--,--,2017-04-06
Via Sacco Pescara (PE),Accettabile,22,--,40,--,--,48,37,--,--,2017-04-05
Via Sacco Pescara (PE),Mediocre,46,--,30,--,--,52,46,--,--,2017-04-04
Via Sacco Pescara (PE),Mediocre,40,--,27,--,--,58,50,--,--,2017-04-03
Via Sacco Pescara (PE),Mediocre,37,--,50,--,--,56,50,--,--,2017-04-02
Via Sacco Pescara (PE),Mediocre,36,--,40,--,--,59,54,--,--,2017-04-01
Via Sacco Pescara (PE),Mediocre,46,--,56,--,--,51,48,--,--,2017-03-31
Via Sacco Pescara (PE),Accettabile,27,--,47,--,--,49,48,--,--,2017-03-30
Via Sacco Pescara (PE),Buona,18,--,27,--,--,45,43,--,--,2017-03-29
Via Sacco Pescara (PE),Mediocre,37,--,26,--,--,49,47,--,--,2017-03-28
Via Sacco Pescara (PE),Scadente,55,--,40,--,--,46,43,--,--,2017-03-27
Via Sacco Pescara (PE),Scadente,51,--,35,--,--,41,35,--,--,2017-03-26
Via Sacco Pescara (PE),Mediocre,47,--,37,--,--,48,43,--,--,2017-03-25
Via Sacco Pescara (PE),Mediocre,50,--,22,--,--,38,36,--,--,2017-03-24
Via Sacco Pescara (PE),Scadente,54,--,26,--,--,49,46,--,--,2017-03-23
Via Sacco Pescara (PE),Mediocre,45,--,39,--,--,45,40,--,--,2017-03-22
Via Sacco Pescara (PE),Accettabile,30,--,34,--,--,53,48,--,--,2017-03-21
Via Sacco Pescara (PE),Accettabile,27,--,44,--,--,47,44,--,--,2017-03-20
Via Sacco Pescara (PE),Mediocre,46,--,58,--,--,53,44,--,--,2017-03-19
Via Sacco Pescara (PE),Mediocre,50,--,59,--,--,47,42,--,--,2017-03-18
Via Sacco Pescara (PE),Scadente,53,--,48,--,--,47,40,--,--,2017-03-17
Via Sacco Pescara (PE),Mediocre,46,--,55,--,--,52,47,--,--,2017-03-16
Via Sacco Pescara (PE),Accettabile,31,--,51,--,--,44,41,--,--,2017-03-15
Via Sacco Pescara (PE),Accettabile,26,--,43,--,--,47,44,--,--,2017-03-14
Via Sacco Pescara (PE),Accettabile,23,--,36,--,--,43,40,--,--,2017-03-13
Via Sacco Pescara (PE),Accettabile,34,--,29,--,--,38,34,--,--,2017-03-12
Via Sacco Pescara (PE),Accettabile,34,--,51,--,--,44,40,--,--,2017-03-11
Via Sacco Pescara (PE),Buona,19,--,27,--,--,40,37,--,--,2017-03-10
Via Sacco Pescara (PE),Buona,16,--,8,--,--,41,39,--,--,2017-03-09
Via Sacco Pescara (PE),Buona,12,--,20,--,--,42,39,--,--,2017-03-08
Via Sacco Pescara (PE),Accettabile,26,--,37,--,--,49,46,--,--,2017-03-07
Via Sacco Pescara (PE),Mediocre,41,--,33,--,--,49,40,--,--,2017-03-06
Via Sacco Pescara (PE),Mediocre,44,--,46,--,--,45,39,--,--,2017-03-05
Via Sacco Pescara (PE),Mediocre,37,--,46,--,--,41,35,--,--,2017-03-04
Via Sacco Pescara (PE),Accettabile,21,--,40,--,--,45,42,--,--,2017-03-03
Via Sacco Pescara (PE),Mediocre,37,--,25,--,--,42,40,--,--,2017-03-02
Via Sacco Pescara (PE),Mediocre,46,--,43,--,--,36,28,--,--,2017-03-01
Via Sacco Pescara (PE),Accettabile,30,--,40,--,--,43,39,--,--,2017-02-28
Via Sacco Pescara (PE),Accettabile,28,--,25,--,--,29,27,--,--,2017-02-27
Via Sacco Pescara (PE),Scadente,79,--,43,--,--,28,21,--,--,2017-02-26
Via Sacco Pescara (PE),Scadente,68,--,52,--,--,50,38,--,--,2017-02-25
Via Sacco Pescara (PE),Scadente,61,--,59,--,--,37,30,--,--,2017-02-24
Via Sacco Pescara (PE),Mediocre,44,--,53,--,--,44,33,--,--,2017-02-23
Via Sacco Pescara (PE),Mediocre,37,--,48,--,--,37,29,--,--,2017-02-22
Via Sacco Pescara (PE),Accettabile,28,--,41,--,--,37,33,--,--,2017-02-21
